commit_hash,repo,message,author,date,median_before,median_after,commit_url,changed_options,option,label,is_slow,project_size,dependency_count,team_experience,team_size,num_recent_commits,resolved_hash
2e6c651be15e5b0c0dbe8a7f3d0012df32297ca6,RubyNepal/rubynepal.github.io,"Upgrade to GitHub-native Dependabot (#549)

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>",dependabot-preview[bot],2021-06-21 02:51:33,0.0033101851851851,10.2878125,RubyNepal/rubynepal.github.io/commit/2e6c651be15e5b0c0dbe8a7f3d0012df32297ca6,[{'change_type': 'added'}],Configure Dependabot for version updates,Adopt Dependabot,1,10207,18,916.5,1,28,2e6c651be15e5b0c0dbe8a7f3d0012df32297ca6
55cc89aaf2f0914da33ec7c8db87e3ef6dde85c7,WFCD/warframe-items,ci: dependabot config update,Matt,2024-02-09 20:58:30,0.0222800925925925,0.0533101851851851,WFCD/warframe-items/commit/55cc89aaf2f0914da33ec7c8db87e3ef6dde85c7,"[{'change_type': 'modified', 'parent': 'commit-message', 'path': 'updates[0].commit-message.prefix'}, {'change_type': 'modified', 'parent': 'commit-message', 'path': 'updates[1].commit-message.prefix'}]",commit-message,Update commit-message,1,2603876,31,1296.1612903225807,6,72,55cc89aaf2f0914da33ec7c8db87e3ef6dde85c7
4a51e1e45285429f8c4ee610f34fd75e54c03afb,ably/ably-js,"Override the default Dependabot configuration for npm.

I need to do this in order to prevent Dependabot from creating a `dependencies` label in this repository every time it creates a PR.

The `directory` and `schedule.interval` options are required and it doesn't look like it's possible to tell them to inherit the defaults.
This is why I have had to explicitly give them values here.
In turn I've upgraded from 'daily' to 'weekly' for interval as that feels more appropriately prompt.

see: https://docs.github.com/en/code-security/dependabot/dependabot-version-updates/configuration-options-for-the-dependabot.yml-file#configuration-options-for-the-dependabotyml-file",Quintin Willison,2022-12-05 12:35:40,5.047835648148148,139.9951041666667,ably/ably-js/commit/4a51e1e45285429f8c4ee610f34fd75e54c03afb,[{'change_type': 'added'}],Configure Dependabot for version updates,Adopt Dependabot,1,56500,46,1297.3333333333333,7,564,4a51e1e45285429f8c4ee610f34fd75e54c03afb
f2355c02989150ef76e041e02d45534658bc557f,acss-io/atomizer,Update dependabot.yml,Seth Bertalotto,2023-12-11 17:46:43,0.253761574074074,11.21274305555556,acss-io/atomizer/commit/f2355c02989150ef76e041e02d45534658bc557f,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[0].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[1].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[2].schedule.interval'}]",schedule,"Increase interval (e.g., from daily to weekly)",1,32912,56,2277.314814814815,2,92,f2355c02989150ef76e041e02d45534658bc557f
edc6a28da83c1cc2c602a42949bca4e3d19b9f3c,alphagov/govuk-frontend,Add `@typescript-eslint` to dependabot ignore list,Owen Jones,2024-08-27 08:43:59,0.0309780092592592,0.5197453703703704,alphagov/govuk-frontend/commit/edc6a28da83c1cc2c602a42949bca4e3d19b9f3c,"[{'change_type': 'removed', 'parent': 'ignore', 'path': 'updates[0].ignore[2].update-types'}, {'change_type': 'modified', 'parent': 'ignore', 'path': 'updates[0].ignore[2].dependency-name'}, {'change_type': 'added', 'parent': 'ignore', 'path': 'updates[0].ignore[3]'}]",ignore,Ignore unstable dependencies/version,1,49646,43,1638.1391304347826,11,391,edc6a28da83c1cc2c602a42949bca4e3d19b9f3c
ee44e000c94b249cd9705927bc99cf9f3e007e18,alphagov/govuk-frontend,Set all dependabot intervals to monthly,Brett Kyle,2025-02-24 11:35:11,0.0170949074074073,0.1710879629629629,alphagov/govuk-frontend/commit/ee44e000c94b249cd9705927bc99cf9f3e007e18,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[1].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[2].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[3].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[4].schedule.interval'}]",schedule,"Increase interval (e.g., from daily to weekly)",1,51072,43,1760.6974789915967,13,221,ee44e000c94b249cd9705927bc99cf9f3e007e18
b950e6ef3cd9ab41f6a3e380505f8085288f9d09,alphagov/govuk-frontend,"Replace reviewers with codeowners file

Dependabot's reviewers option is being removed on 27th May and has been replaced with a dedicated codeowners file.",beeps,2025-05-13 08:49:35,0.2756944444444444,0.9285300925925926,alphagov/govuk-frontend/commit/b950e6ef3cd9ab41f6a3e380505f8085288f9d09,"[{'change_type': 'removed', 'parent': 'reviewers', 'path': 'updates[0].reviewers'}, {'change_type': 'removed', 'parent': 'reviewers', 'path': 'updates[1].reviewers'}, {'change_type': 'removed', 'parent': 'reviewers', 'path': 'updates[2].reviewers'}, {'change_type': 'removed', 'parent': 'reviewers', 'path': 'updates[3].reviewers'}, {'change_type': 'removed', 'parent': 'reviewers', 'path': 'updates[4].reviewers'}]",reviewers,Remove reviewers,1,53021,43,1794.4016393442623,17,349,b950e6ef3cd9ab41f6a3e380505f8085288f9d09
48793c419094a147f2b7b1f03130b59230c9e8d4,antville/antville,Add myself as default assignee,Tobi Schäfer,2021-04-05 10:11:53,13.42173611111111,91.8787152777778,antville/antville/commit/48793c419094a147f2b7b1f03130b59230c9e8d4,"[{'change_type': 'added', 'parent': 'assignees', 'path': 'updates[0].assignees'}, {'change_type': 'added', 'parent': 'assignees', 'path': 'updates[1].assignees'}]",assignees,Add assignees,1,20668,13,5723.4,2,20,48793c419094a147f2b7b1f03130b59230c9e8d4
bd7bdddf82a95f771a7ac1f04f2f930d59cb5102,archiverjs/node-archiver,Update dependabot.yml,Chris Talkington,2021-03-03 05:34:42,13.40274305555555,59.3449537037037,archiverjs/node-archiver/commit/bd7bdddf82a95f771a7ac1f04f2f930d59cb5102,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[1].schedule.time'}]",schedule,Add/set time,1,4173,16,1440.6,5,19,bd7bdddf82a95f771a7ac1f04f2f930d59cb5102
b6821de2970c2da4b030dedb9b90c44882270e16,archiverjs/node-archiver,Create dependabot.yml,Chris Talkington,2022-04-15 20:04:34,59.3449537037037,287.8783333333333,archiverjs/node-archiver/commit/b6821de2970c2da4b030dedb9b90c44882270e16,"[{'change_type': 'added', 'parent': 'versioning-strategy', 'path': 'updates[0].versioning-strategy'}]",versioning-strategy,Increase,1,4198,16,1849.025,2,3,b6821de2970c2da4b030dedb9b90c44882270e16
d3ee255f452b9ef5dad9d67a36f7f4bca4fe55e6,asdf-vm/actions,Update dependabot.yml,BSKY,2020-03-23 19:07:49,0.0035416666666666,0.0376967592592592,asdf-vm/actions/commit/d3ee255f452b9ef5dad9d67a36f7f4bca4fe55e6,"[{'change_type': 'removed', 'parent': 'allow', 'path': 'updates[0].allow'}]",allow,Remove allow,1,222,15,87.33333333333333,3,61,d3ee255f452b9ef5dad9d67a36f7f4bca4fe55e6
00ab20a3ef6fa45e7993f2d4e0147963dce2b417,asdf-vm/actions,Update dependabot.yml,Sora Morimoto,2020-06-03 21:50:22,0.0376967592592592,1.008888888888889,asdf-vm/actions/commit/00ab20a3ef6fa45e7993f2d4e0147963dce2b417,"[{'change_type': 'modified', 'parent': 'package-ecosystem', 'path': 'updates[0].package-ecosystem'}]",package-ecosystem,Other ecosystem,1,222,15,137.5,4,113,00ab20a3ef6fa45e7993f2d4e0147963dce2b417
444b5faff42f487bba573908d1336ea899ff64aa,auth0/auth0.js,"Batch babel updates (#1389)

Co-authored-by: Frederik Prijck <frederik.prijck@auth0.com>",Ewan Harris,2024-01-04 10:32:50,0.4700868055555556,53.6462962962963,auth0/auth0.js/commit/444b5faff42f487bba573908d1336ea899ff64aa,"[{'change_type': 'added', 'parent': 'groups', 'path': 'updates[1].groups'}]",groups,Group matching name dependencies,1,47560,54,1648.1061946902655,8,65,444b5faff42f487bba573908d1336ea899ff64aa
720dd4aff76cd06ebf039c9d7d8744b6a3faea96,auth0/lock,Group babel dependabot updates (#2490),Ewan Harris,2023-11-10 10:34:05,0.110162037037037,5.950729166666667,auth0/lock/commit/720dd4aff76cd06ebf039c9d7d8744b6a3faea96,"[{'change_type': 'added', 'parent': 'groups', 'path': 'updates[1].groups'}]",groups,Group matching name dependencies,1,32761,95,1958.2584745762713,6,65,720dd4aff76cd06ebf039c9d7d8744b6a3faea96
b2b09c4f76fa2ee31d7ec3f976f8b62a5436fb42,carloscuesta/gitmoji-cli,🔧 Set `schedule.interval` to `monthly`,Carlos Cuesta,2023-08-07 15:35:43,0.3523611111111111,4.636597222222222,carloscuesta/gitmoji-cli/commit/b2b09c4f76fa2ee31d7ec3f976f8b62a5436fb42,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[0].schedule.interval'}]",schedule,"Increase interval (e.g., from daily to weekly)",1,3487,41,1389.5686274509803,4,87,b2b09c4f76fa2ee31d7ec3f976f8b62a5436fb42
2c269018696bd5289e1c75364b25b7e7f65ed6ca,cibernox/ember-power-calendar,Remove NodeJs info (not necessary for v2 addon),Markus Sanin,2024-04-05 10:38:40,0.0799189814814814,9.423217592592591,cibernox/ember-power-calendar/commit/2c269018696bd5289e1c75364b25b7e7f65ed6ca,"[{'change_type': 'modified', 'parent': 'versioning-strategy', 'path': 'updates[0].versioning-strategy'}]",versioning-strategy,Increase-if-necessary,1,7667,6,2050.65,3,126,2c269018696bd5289e1c75364b25b7e7f65ed6ca
74b3102567647322167a6860198e8862bdf40dc7,cibernox/ember-power-select,Change versioning-strategy for dependabot,Markus Sanin,2024-04-05 10:37:51,0.1025405092592593,11.2646412037037,cibernox/ember-power-select/commit/74b3102567647322167a6860198e8862bdf40dc7,"[{'change_type': 'modified', 'parent': 'versioning-strategy', 'path': 'updates[0].versioning-strategy'}]",versioning-strategy,Increase-if-necessary,1,16617,6,2095.7430167597763,10,165,74b3102567647322167a6860198e8862bdf40dc7
8cc6c6b3831e5c436ae738c81280a70132929442,cockpit-project/cockpit-podman,"dependabot: Run in our evenings, reduce limit

So far the daily updates tend to run in our mornings between 7:00 and
8:00, which blocks our CI for a long time, and thus collides with
developers sending PRs. Move them to the evening instead, when they can
use the quiet bots time.

Also reduce the number of parallel PRs from 5 to 3. Parallel ones always
need to be rebased, and thus are very expensive. We still want to be
able to have a complicated PatternFly PR open for several days without
blocking other updates.",Martin Pitt,2023-10-16 08:09:17,0.0339525462962962,0.3714409722222222,cockpit-project/cockpit-podman/commit/8cc6c6b3831e5c436ae738c81280a70132929442,"[{'change_type': 'added', 'parent': 'open-pull-requests-limit', 'path': 'updates[0].open-pull-requests-limit'}, {'change_type': 'added', 'parent': 'schedule', 'path': 'updates[0].schedule.time'}, {'change_type': 'added', 'parent': 'schedule', 'path': 'updates[0].schedule.timezone'}]",schedule,Add/Set time,1,6621,38,1165.560975609756,9,76,8cc6c6b3831e5c436ae738c81280a70132929442
8cc6c6b3831e5c436ae738c81280a70132929442,cockpit-project/cockpit-podman,"dependabot: Run in our evenings, reduce limit

So far the daily updates tend to run in our mornings between 7:00 and
8:00, which blocks our CI for a long time, and thus collides with
developers sending PRs. Move them to the evening instead, when they can
use the quiet bots time.

Also reduce the number of parallel PRs from 5 to 3. Parallel ones always
need to be rebased, and thus are very expensive. We still want to be
able to have a complicated PatternFly PR open for several days without
blocking other updates.",Martin Pitt,2023-10-16 08:09:17,0.0339525462962962,0.3714409722222222,cockpit-project/cockpit-podman/commit/8cc6c6b3831e5c436ae738c81280a70132929442,"[{'change_type': 'added', 'parent': 'open-pull-requests-limit', 'path': 'updates[0].open-pull-requests-limit'}, {'change_type': 'added', 'parent': 'schedule', 'path': 'updates[0].schedule.time'}, {'change_type': 'added', 'parent': 'schedule', 'path': 'updates[0].schedule.timezone'}]",open-pull-requests-limit,Decrease limit,1,6621,38,1165.560975609756,9,76,8cc6c6b3831e5c436ae738c81280a70132929442
9322fae476f19bcaa03a73dd56386cd94d5ac088,codeceptjs/CodeceptJS,"Bump eslint from v8 to v9 (#4592)

* Bump eslint from v8 to v9_x000D_
_x000D_
* Possible fix_x000D_
_x000D_
* fix: failed typing tests_x000D_
_x000D_
---------_x000D_
_x000D_
Co-authored-by: kobenguyent <kobenguyent@gmail.com>",thomashohn,2024-11-15 13:46:21,0.0378935185185185,0.2366319444444444,codeceptjs/CodeceptJS/commit/9322fae476f19bcaa03a73dd56386cd94d5ac088,"[{'change_type': 'removed', 'parent': 'ignore', 'path': 'updates[1].ignore[1]'}]",ignore,Unignore dependencies,1,63468,98,1887.9669811320755,12,90,9322fae476f19bcaa03a73dd56386cd94d5ac088
b7186ee9ebffcd1e76afccc5652fb9d7f76077de,compasjs/compas,chore(dependabot): group all dependency updates,Dirk de Visser,2023-08-18 14:35:18,0.4165972222222222,3.659050925925926,compasjs/compas/commit/b7186ee9ebffcd1e76afccc5652fb9d7f76077de,"[{""change_type"": ""added"", ""parent"": ""groups"", ""path"": ""updates[0].groups.production-breaking""}, {""change_type"": ""added"", ""parent"": ""groups"", ""path"": ""updates[0].groups.production-compat""}, {""change_type"": ""added"", ""parent"": ""groups"", ""path"": ""updates[0].groups.development""}, {""change_type"": ""removed"", ""parent"": ""groups"", ""path"": ""updates[0].groups.babel""}, {""change_type"": ""removed"", ""parent"": ""groups"", ""path"": ""updates[0].groups.aws-sdk""}, {""change_type"": ""removed"", ""parent"": ""groups"", ""path"": ""updates[0].groups.typescript-types""}, {""change_type"": ""removed"", ""parent"": ""groups"", ""path"": ""updates[0].groups.typescript-eslint""}]",groups,Group dev/prod dependencies,1,212521,10,911.5555555555555,3,213,b7186ee9ebffcd1e76afccc5652fb9d7f76077de
9a6a0f4922e827828fcca6729e39959d1bcfacd5,contentful/contentful-batch-libs,"fix: https-proxy-agent usage after version bump [NONE] (#206)

* fix: https-proxy-agent usage after version bump [NONE]_x000D_
_x000D_
* chore: pin version of ESM only modules [NONE]",Marco Link,2023-10-11 08:37:59,0.0002430555555555,0.0021064814814814,contentful/contentful-batch-libs/commit/9a6a0f4922e827828fcca6729e39959d1bcfacd5,"[{""change_type"": ""added"", ""parent"": ""ignore"", ""path"": ""updates[0].ignore""}]",ignore,Ignore ESM-related dependencies,1,39364,30,1484.0434782608695,2,14,9a6a0f4922e827828fcca6729e39959d1bcfacd5
7f228e838e529309415dc092611f753217c4647a,contentful/contentful-export,"fix: upgrade contentful-management to include axios vuln fix (#1845)

* fix: upgrade contentful-management to include axios vuln fix_x000D_
_x000D_
* chore: group dependency upgrades",Tyler Collins,2024-08-15 16:30:06,0.0012847222222222,0.006099537037037,contentful/contentful-export/commit/7f228e838e529309415dc092611f753217c4647a,"[{'change_type': 'added', 'parent': 'groups', 'path': 'updates[0].groups'}]",groups,Group dev/prod dependencies,1,34158,42,1503.142857142857,3,6,7f228e838e529309415dc092611f753217c4647a
c1fe513fa126e056b039ff9c4c219c9e3468faa1,elastic/opbeans-node,"chore: make it the responsibility of opbeans-node to update its APM agent dep (#163)

This adds a second ""Opbeans Node Bump"" Jenkins job that runs weekly on the_x000D_
""main"" branch. It checks for an available agent update (a published version_x000D_
newer than what is in the current package-lock file), and if there is one it:_x000D_
bumps to that ver, pushes, and git tags with ""v$VERSION"". The push and tag_x000D_
will trigger the usual opbeans Jenkins pipeline to publish docker images._x000D_
_x000D_
Refs: https://github.com/elastic/apm-agent-nodejs/issues/2728_x000D_
Fixes: #164_x000D_
Co-authored-by: Victor Martinez <VictorMartinezRubio@gmail.com>",Trent Mick,2022-06-15 18:15:38,0.1588773148148148,1.397418981481482,elastic/opbeans-node/commit/c1fe513fa126e056b039ff9c4c219c9e3468faa1,"[{'change_type': 'added', 'parent': 'ignore', 'path': 'updates[0].ignore'}]",ignore,Ignore dependency updates,1,4364,11,1222.304347826087,4,20,c1fe513fa126e056b039ff9c4c219c9e3468faa1
3ba9739aa429f9d1e9359230beda03f49238cb25,ember-cli/ember-exam,dependabot: Remove config,Tobias Bieniek,2021-12-11 19:26:03,47.05750578703704,614.6680613425926,ember-cli/ember-exam/commit/3ba9739aa429f9d1e9359230beda03f49238cb25,"[{""change_type"": ""deleted""}]",Removed Dependabot,Remove Dependabot,1,7702,62,1152.7735849056603,8,49,3ba9739aa429f9d1e9359230beda03f49238cb25
d1236caf2c713ee3fb16686196cd62512cb7bc91,facebook/Rapid,Update mocha and sinon,Bryan Housel,2022-05-02 15:06:55,0.3117592592592592,85.22550347222221,facebook/Rapid/commit/d1236caf2c713ee3fb16686196cd62512cb7bc91,"[{'change_type': 'modified', 'parent': 'ignore', 'path': 'updates[0].ignore[0].dependency-name'}, {'change_type': 'removed', 'parent': 'ignore', 'path': 'updates[0].ignore[1]'}]",ignore,Unignore dependencies,1,268892,70,1870.706036745407,4,16,d1236caf2c713ee3fb16686196cd62512cb7bc91
44de6ded9544e1c85218465f51d7d82715035cc2,fastify/benchmarks,ci(dependabot): update github actions,Frazer Smith,2021-03-11 20:31:31,0.0006481481481481,4.913078703703704,fastify/benchmarks/commit/44de6ded9544e1c85218465f51d7d82715035cc2,"[{'change_type': 'modified', 'parent': 'package-ecosystem', 'path': 'updates[0].package-ecosystem'}]",package-ecosystem,Fix typos,1,1092,48,775.439024390244,6,47,44de6ded9544e1c85218465f51d7d82715035cc2
4b5919e7e84892036e4eee0c95164fd5fb6c37cd,fastify/benchmarks,build: reduce dependabot update frequency (#227),Frazer Smith,2022-02-01 21:15:58,0.0009606481481481,35.0315162037037,fastify/benchmarks/commit/4b5919e7e84892036e4eee0c95164fd5fb6c37cd,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[0].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[1].schedule.interval'}]",schedule,"Increase interval (e.g., from daily to weekly)",1,1263,49,1024.5111111111112,4,40,4b5919e7e84892036e4eee0c95164fd5fb6c37cd
69e6e623952f014b8d816649774fc1435e1a7faa,fastify/fastify-nextjs,ci(dependabot): update github actions (#192),Frazer Smith,2021-03-09 23:59:57,0.000949074074074,0.0016724537037036,fastify/fastify-nextjs/commit/69e6e623952f014b8d816649774fc1435e1a7faa,"[{'change_type': 'modified', 'parent': 'package-ecosystem', 'path': 'updates[0].package-ecosystem'}]",package-ecosystem,Other ecosystem,1,8437,15,534.9090909090909,7,77,69e6e623952f014b8d816649774fc1435e1a7faa
51973171a754bc65abddef61cc2f26f34ea00eba,fastify/fastify-nextjs,build: reduce dependabot update frequency (#469),Frazer Smith,2022-01-27 08:40:43,0.0016724537037036,0.0057291666666666,fastify/fastify-nextjs/commit/51973171a754bc65abddef61cc2f26f34ea00eba,"[{'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[0].schedule.interval'}, {'change_type': 'modified', 'parent': 'schedule', 'path': 'updates[1].schedule.interval'}]",schedule,"Increase interval (e.g., from daily to weekly)",1,17632,15,649.6170212765958,10,59,51973171a754bc65abddef61cc2f26f34ea00eba
375989ae7188051ea5308b8e0cafcccadbc35ef0,freelawproject/recap-chrome,Upgrade to GitHub-native Dependabot,dependabot-preview[bot],2021-04-28 16:45:57,0.0049884259259258,0.2229629629629629,freelawproject/recap-chrome/commit/375989ae7188051ea5308b8e0cafcccadbc35ef0,[{'change_type': 'added'}],Configure Dependabot for version updates,Adopt Dependabot,1,30732,15,1237.764705882353,2,37,375989ae7188051ea5308b8e0cafcccadbc35ef0
